User_ID,Age,Review Text,Recommended IND,Positive Feedback Count
2096,24,,1,1
2097,39,,1,1
2098,46,,1,1
2099,27,,1,0
2100,34,,0,0
2101,41,,1,0
2102,29,,0,1
2103,49,,1,0
2104,37,,0,0
2105,35,,1,0
2106,37,,0,0
2107,32,,1,1
2108,30,,1,0
2109,36,,1,6
2110,66,,0,2
2111,44,,1,6
2112,56,,0,3
2113,44,,1,0
2114,38,,0,29
2115,68,,1,8
2116,41,,1,5
2117,34,,1,1
2118,65,,1,1
2119,84,,1,1
2120,44,,1,0
2121,60,,1,3
2122,39,,1,0
2123,39,,1,94
2124,39,,0,2
2125,27,,1,0
2126,56,,0,7
2127,60,,1,0
2128,35,,0,10
2129,60,,1,0
2130,34,,1,0
2131,54,,1,0
2132,25,,0,0
2133,42,,1,2
2134,36,,1,0
2135,34,,1,0
2136,33,,1,0
2137,41,,1,0
2138,42,,0,1
2139,38,,1,2
2140,52,,1,0
2141,58,,1,27
2142,21,,1,0
2143,34,,1,15
2144,46,,0,0
2145,30,,1,0
2146,60,,1,0
2147,29,,1,0
2148,68,,1,3
2149,36,,0,0
2150,35,,0,0
2151,53,,1,0
2152,37,,0,2
2153,67,,0,0
2154,23,,1,1
2155,25,,1,0
2156,62,,1,1
2157,35,,1,0
2158,46,,1,1
2159,39,,1,2
2160,65,,1,0
2161,30,,1,0
2162,48,,1,2
2163,59,,1,1
2164,53,,1,0
2165,46,,0,2
2166,33,,1,0
2167,49,,1,0
2168,36,,1,0
2169,36,,1,8
2170,39,,1,0
2171,51,,1,0
2172,35,,1,0
2173,38,,1,0
2174,59,,1,0
2175,73,,1,1
2176,63,,1,1
2177,28,,1,1
2178,32,,1,0
2179,44,,0,1
2180,26,,0,0
2181,42,,1,1
2182,48,,1,0
2183,32,,1,0
2184,52,,1,9
2185,31,,1,10
2186,32,,1,0
2187,51,,1,0
2188,40,,1,1
2189,35,,1,0
2190,56,,1,0
2191,37,,1,0
2192,46,,1,0
2193,67,,1,1
2194,38,,1,9
2195,33,,1,0
2196,46,,1,4
2197,34,,0,2
2198,63,,0,0
2199,34,,1,0
2200,50,,1,2
2201,36,,1,1
2202,39,,1,0
2203,44,,0,1
2204,48,,1,2
2205,44,,1,1
2206,57,,1,11
2207,42,,1,0
2208,50,,0,4
2209,22,,1,0
2210,29,,1,0
2211,33,,1,2
2212,26,,1,4
2213,62,,1,3
2214,25,,1,0
2215,55,,1,0
2216,41,,1,0
2217,38,,1,0
2218,37,,1,0
2219,27,,0,0
2220,59,,1,0
2221,67,,0,0
2222,64,,1,2
2223,33,,1,0
2224,49,,1,0
2225,29,,1,0
2226,50,,1,0
2227,40,,1,0
2228,35,,1,1
2229,38,,0,0
2230,47,,1,9
2231,44,,0,2
2232,36,,1,6
2233,32,,1,0
2234,43,,1,3
2235,74,,1,0
2236,33,,1,0
2237,31,,1,9
2238,25,,1,1
2239,65,,1,0
2240,34,,1,2
2241,44,,1,1
2242,37,,1,0
2243,43,,0,0
2244,60,,1,6
2245,44,,1,2
2246,29,,1,0
2247,62,,1,0
2248,54,,1,0
2249,63,,0,0
2250,39,,1,7
2251,68,,0,0
2252,30,,0,1
2253,35,,1,3
2254,25,,1,0
2255,45,,1,1
2256,41,,1,6
2257,44,,1,4
2258,41,,0,0
2259,58,,1,0
2260,27,,1,1
2261,56,,1,0
2262,31,,1,0
2263,39,,1,0
2264,54,,0,4
2265,26,,0,0
2266,63,,1,0
2267,46,,1,0
2268,46,,1,0
2269,38,,0,9
2270,49,,1,1
2271,34,,1,0
2272,68,,1,0
2273,43,,1,0
2274,60,,1,1
2275,46,,1,0
2276,40,,1,0
2277,28,,1,0
2278,34,,1,0
2279,46,,1,0
2280,64,,1,3
2281,36,,1,0
2282,23,,1,0
2283,71,,0,1
2284,37,,1,0
2285,26,,1,0
2286,48,,1,1
2287,40,,1,0
2288,47,,1,5
2289,29,,1,4
2290,43,,1,31
2291,44,,1,4
2292,32,,1,0
2293,61,,1,1
2294,35,,1,0
2295,60,,1,1
2296,32,,1,0
2297,25,,1,4
2298,30,,0,0
2299,45,,1,0
2300,39,,1,0
2301,39,,1,4
2302,32,,0,0
2303,52,,1,2
2304,26,,1,0
2305,37,,1,0
2306,42,,0,1
2307,63,,1,0
2308,27,,1,2
2309,59,,1,0
2310,55,,1,0
2311,59,,0,31
2312,47,,0,1
2313,47,,1,0
2314,50,,1,2
2315,32,,1,0
2316,44,,0,3
2317,48,,1,1
2318,44,,1,5
2319,55,,1,7
2320,56,,0,0
2321,50,,1,2
2322,43,,0,0
2323,42,,1,0
2324,39,,1,2
2325,42,,1,9
2326,36,,1,0
2327,31,,1,3
2328,38,,1,0
2329,59,,1,2
2330,61,,1,0
2331,75,,0,1
2332,60,,1,0
2333,27,,1,0
2334,37,,0,1
2335,55,,1,2
2336,54,,1,0
2337,56,,1,10
2338,56,,1,0
2339,32,,1,0
2340,38,,1,1
2341,46,,1,0
2342,37,,1,0
2343,39,,0,2
2344,39,,1,0
2345,39,,1,0
2346,51,,1,0
2347,45,,1,0
2348,49,,1,0
2349,40,,1,3
2350,33,,1,0
2351,49,,0,0
2352,62,,1,30
2353,41,,1,0
2354,33,,1,0
2355,43,,1,2
2356,49,,1,1
2357,35,,1,1
2358,38,,0,1
2359,42,,1,2
2360,37,,1,1
2361,38,,1,7
2362,37,,1,0
2363,54,,1,1
2364,63,,1,1
2365,66,,1,1
2366,34,,1,8
2367,39,,1,0
2368,37,,1,0
2369,26,,1,0
2370,26,,0,2
2371,41,,1,0
2372,58,,1,1
2373,62,,0,0
2374,30,,0,0
2375,34,,1,0
2376,34,,1,18
2377,38,,1,0
2378,35,,1,9
2379,48,,1,1
2380,39,,1,1
2381,53,,1,0
2382,56,,0,77
2383,39,,1,0
2384,28,,0,1
2385,27,,1,1
2386,24,,1,0
2387,34,,1,0
2388,54,,1,0
2389,53,,0,1
2390,56,,1,2
2391,49,,1,0
2392,40,,1,0
2393,58,,1,0
2394,59,,1,1
2395,26,,1,6
2396,62,,1,0
2397,49,,1,0
2398,34,,0,2
2399,45,,1,23
2400,69,,1,0
2401,47,,1,2
2402,34,,1,61
2403,28,,0,5
2404,47,,1,1
2405,41,,1,0
2406,37,,0,0
2407,55,,1,0
2408,53,,1,0
2409,43,,1,6
2410,24,,0,0
2411,34,,1,7
2412,44,,1,0
2413,39,,1,0
2414,39,,1,0
2415,38,,1,46
2416,46,,1,5
2417,34,,0,8
2418,48,,1,0
2419,44,,1,7
2420,37,,1,0
2421,65,,1,2
2422,39,,1,7
2423,54,,1,0
2424,42,,1,0
2425,50,,0,4
2426,35,,0,0
2427,39,,1,0
2428,48,,1,0
2429,61,,1,1
2430,33,,1,1
2431,46,,1,0
2432,20,,0,0
2433,36,,1,0
2434,32,,1,3
2435,60,,0,0
2436,41,,0,10
2437,39,,1,0
2438,56,,1,1
2439,63,,0,0
2440,31,,1,7
2441,40,,1,3
2442,38,,1,0
2443,45,,1,0
2444,39,,1,1
2445,35,,1,4
2446,46,,1,1
2447,83,,1,0
2448,42,,1,0
2449,46,,1,0
2450,45,,1,1
2451,49,,1,0
2452,21,,1,0
2453,43,,1,0
2454,62,,1,3
2455,22,,1,1
2456,53,,1,0
2457,35,,1,4
2458,31,,1,1
2459,63,,0,5
2460,51,,1,1
2461,50,,1,3
2462,58,,1,14
2463,31,,1,0
2464,37,,0,0
2465,43,,1,3
2466,44,,1,0
2467,58,,0,20
2468,43,,1,0
2469,35,,1,0
2470,61,,1,0
2471,22,,1,1
2472,51,,1,6
2473,65,,1,1
2474,22,,1,0
2475,67,,1,3
2476,64,,0,1
2477,54,,1,0
2478,50,,1,1
2479,51,,1,11
2480,34,,0,0
2481,55,,1,1
2482,41,,0,5
2483,35,,1,10
2484,44,,0,3
2485,68,,1,1
2486,67,,1,3
2487,34,,1,0
2488,21,,0,2
2489,67,,1,26
2490,39,,1,0
2491,49,,0,0
2492,39,,1,0
2493,30,,1,2
2494,40,,0,0
2495,32,,1,0
2496,57,,0,0
2497,35,,1,0
2498,25,,1,4
2499,35,,1,6
2500,29,,1,0
2501,28,,1,2
2502,50,,1,13
2503,53,,0,2
2504,47,,1,1
2505,45,,1,0
2506,42,,1,0
2507,61,,0,7
2508,33,,0,0
2509,29,,1,2
2510,33,,1,3
2511,57,,0,0
2512,34,,1,0
2513,38,,0,0
2514,44,,1,0
2515,42,,1,0
2516,39,,1,0
2517,47,,1,3
2518,38,,1,0
2519,32,,1,0
2520,28,,1,0
2521,44,,1,0
2522,44,,1,0
2523,38,,1,0
2524,64,,1,5
2525,54,,1,0
2526,39,,1,24
2527,47,,0,8
2528,51,,1,0
2529,67,,1,0
2530,45,,1,7
2531,32,,1,5
2532,29,,1,1
2533,43,,1,0
2534,45,,1,4
2535,47,,1,0
2536,53,,1,0
2537,35,,1,0
2538,68,,1,0
2539,53,,1,6
2540,24,,1,0
2541,42,,0,0
2542,47,,0,1
2543,46,,1,3
2544,39,,1,4
2545,54,,1,0
2546,37,,1,0
2547,55,,1,1
2548,37,,1,1
2549,63,,1,0
2550,34,,1,6
2551,51,,1,19
2552,35,,0,0
2553,35,,1,1
2554,45,,0,1
2555,25,,0,1
2556,64,,1,2
2557,41,,1,0
2558,29,,1,0
2559,56,,1,27
2560,30,,1,0
2561,51,,1,9
2562,49,,0,1
2563,53,,1,19
2564,54,,0,8
2565,43,,1,12
2566,36,,0,9
2567,36,,1,3
2568,47,,1,7
2569,39,,1,1
2570,37,,1,2
2571,29,,0,0
2572,57,,1,0
2573,50,,1,0
2574,49,,1,0
2575,45,,1,4
2576,24,,1,3
2577,43,,0,0
2578,20,,0,1
2579,42,,0,0
2580,41,,1,0
2581,60,,1,0
2582,41,,0,17
2583,42,,0,0
2584,45,,1,0
2585,29,,1,5
2586,55,,1,12
2587,59,,1,1
2588,39,,1,0
2589,35,,1,6
2590,37,,1,0
2591,51,,1,0
2592,41,,0,3
2593,53,,0,13
2594,51,,1,28
2595,50,,1,0
2596,39,,1,0
2597,59,,1,0
2598,38,,1,0
2599,51,,0,1
2600,48,,1,3
2601,55,,1,25
2602,46,,1,1
2603,64,,1,0
2604,23,,1,0
2605,31,,1,3
2606,44,,1,2
2607,38,,1,6
2608,49,,1,0
2609,53,,0,28
2610,33,,1,0
2611,44,,0,0
2612,56,,0,4
2613,49,,1,5
2614,50,,1,2
2615,54,,1,8
2616,41,,1,3
2617,39,,0,4
2618,33,,0,0
2619,29,,0,7
2620,49,,1,3
2621,33,,1,1
2622,57,,1,1
2623,24,,1,3
2624,51,,1,8
2625,29,,0,5
2626,60,,1,0
2627,46,,1,0
2628,74,,1,10
2629,33,,1,7
2630,32,,1,1
2631,32,,1,0
2632,45,,1,0
2633,28,,1,2
2634,41,,1,0
2635,36,,1,0
2636,45,,1,0
2637,43,,1,2
2638,44,,0,3
2639,25,,1,2
2640,36,,1,0
2641,37,,1,3
2642,35,,1,4
2643,49,,1,4
2644,68,,0,7
2645,33,,1,0
2646,60,,1,2
2647,52,,1,5
2648,48,,1,3
2649,34,,1,2
2650,48,,1,2
2651,58,,1,3
2652,34,,1,6
2653,45,,1,6
2654,45,,1,5
2655,45,,1,3
2656,33,,1,0
2657,48,,1,0
2658,48,,1,0
2659,57,,1,2
2660,41,,1,1
2661,33,,0,6
2662,49,,1,0
2663,54,,1,0
2664,36,,1,0
2665,41,,0,14
2666,40,,1,2
2667,58,,1,10
2668,37,,1,14
2669,39,,1,2
2670,41,,0,1
2671,54,,1,0
2672,43,,1,2
2673,48,,1,22
2674,56,,1,0
2675,49,,0,0
2676,38,,1,0
2677,31,,1,0
2678,33,,0,6
2679,49,,1,0
2680,33,,1,0
2681,28,,0,2
2682,53,,1,0
2683,42,,1,1
2684,63,,0,1
2685,49,,1,0
2686,43,,1,0
2687,28,,1,0
2688,42,,1,0
2689,34,,1,1
2690,47,,1,0
2691,39,,1,3
2692,70,,1,4
2693,25,,1,8
2694,29,,0,0
2695,34,,1,0
2696,49,,1,1
2697,39,,1,4
2698,52,,1,0
2699,28,,0,0
2700,41,,1,5
2701,36,,1,9
2702,51,,1,0
2703,40,,1,6
2704,29,,1,0
2705,39,,1,0
2706,33,,0,1
2707,28,,0,9
2708,41,,1,4
2709,60,,1,0
2710,43,,1,0
2711,38,,1,0
2712,32,,1,0
2713,57,,1,7
2714,23,,1,0
2715,26,,1,3
2716,38,,1,0
2717,38,,1,0
2718,38,,1,0
2719,34,,1,9
2720,52,,1,6
2721,22,,1,7
2722,28,,1,0
2723,23,,1,2
2724,62,,1,1
2725,48,,1,0
2726,39,,1,0
2727,41,,1,0
2728,55,,1,0
2729,33,,1,0
2730,42,,1,4
2731,30,,1,3
2732,46,,1,0
2733,47,,1,2
2734,25,,0,2
2735,66,,1,5
2736,41,,1,0
2737,26,,0,3
2738,32,,1,1
2739,36,,1,0
2740,48,,0,0
2741,66,,1,2
2742,22,,1,2
2743,28,,1,0
2744,55,,1,1
2745,57,,1,2
2746,22,,1,0
2747,43,,1,0
2748,36,,0,5
2749,42,,1,2
2750,39,,1,6
2751,33,,0,3
2752,36,,1,0
2753,52,,1,23
2754,32,,1,0
2755,52,,1,2
2756,34,,1,1
2757,43,,0,3
2758,62,,1,7
2759,42,,1,4
2760,33,,1,0
2761,24,,0,0
2762,41,,1,0
2763,34,,1,0
2764,35,,1,0
2765,39,,1,1
2766,62,,1,0
2767,44,,1,0
2768,72,,0,5
2769,50,,1,0
2770,43,,1,6
2771,40,,1,0
2772,22,,1,1
2773,33,,1,2
2774,46,,0,0
2775,53,,0,0
2776,42,,1,3
2777,29,,0,1
2778,52,,1,0
2779,59,,1,0
2780,38,,1,0
2781,25,,0,0
2782,31,,1,0
2783,36,,1,0
2784,35,,1,3
2785,25,,1,0
2786,32,,0,1
2787,67,,0,16
2788,37,,1,1
2789,25,,1,0
2790,50,,1,10
2791,49,,1,1
2792,50,,1,0
2793,36,,0,42
2794,36,,1,0
2795,34,,1,2
2796,66,,0,3
2797,57,,0,3
2798,38,,1,6
2799,46,,1,5
2800,51,,1,0
2801,28,,1,0
2802,23,,1,0
2803,34,,0,0
2804,43,,1,0
2805,42,,1,0
2806,26,,1,0
2807,51,,1,0
2808,41,,1,4
2809,37,,1,0
2810,43,,1,4
2811,32,,1,2
2812,39,,1,0
2813,55,,1,1
2814,32,,0,2
2815,32,,0,2
2816,34,,1,5
2817,56,,1,3
2818,29,,1,1
2819,46,,1,4
2820,42,,1,4
2821,50,,1,1
2822,53,,1,9
2823,33,,1,0
2824,34,,1,0
2825,69,,1,1
2826,60,,0,0
2827,34,,0,1
2828,46,,1,5
2829,45,,1,2
2830,67,,1,0
2831,66,,1,2
2832,36,,1,0
2833,34,,1,2
2834,43,,0,6
2835,53,,1,26
2836,23,,1,3
2837,56,,0,5
2838,67,,1,1
2839,35,,1,1
2840,39,,1,1
2841,45,,1,0
2842,65,,1,0
2843,34,,1,0
2844,39,,1,0
2845,48,,1,6
2846,34,,1,1
2847,36,,1,0
2848,23,,0,3
2849,61,,1,4
2850,44,,1,11
2851,47,,0,4
2852,33,,0,1
2853,56,,1,7
2854,36,,1,0
2855,29,,1,0
2856,48,,1,46
2857,52,,1,3
2858,39,,1,4
2859,49,,0,1
2860,57,,1,0
2861,68,,1,0
2862,63,,1,2
2863,64,,1,0
2864,57,,1,0
2865,39,,1,3
2866,39,,1,20
2867,39,,1,2
2868,39,,1,1
2869,52,,1,1
2870,56,,1,0
2871,37,,1,0
2872,51,,1,1
2873,40,,0,7
2874,43,,0,17
2875,34,,1,0
2876,34,,0,4
2877,38,,1,2
2878,40,,1,0
2879,45,,1,1
2880,63,,1,0
2881,62,,1,3
2882,26,,1,0
2883,69,,1,1
2884,47,,0,10
2885,23,,1,1
2886,59,,1,1
2887,50,,1,0
2888,49,,1,1
2889,66,,1,0
2890,58,,1,7
2891,34,,1,0
2892,44,,1,0
2893,62,,1,3
2894,23,,1,12
2895,38,,1,0
2896,56,,1,0
2897,36,,1,0
2898,66,,1,6
2899,66,,1,0
2900,45,,1,9
2901,49,,1,0
2902,48,,1,1
2903,45,,1,27
2904,34,,1,0
2905,39,,1,0
2906,45,,1,1
2907,39,,0,30
2908,46,,1,1
2909,36,,1,1
2910,35,,1,0
2911,51,,1,26
2912,33,,1,0
2913,35,,1,0
2914,73,,1,1
2915,41,,0,2
2916,41,,1,1
2917,48,,1,0
2918,47,,1,3
2919,34,,0,0
2920,58,,1,4
2921,31,,1,0
2922,52,,1,0
2923,47,,1,0
2924,32,,1,0
2925,59,,1,0
2926,60,,0,14
2927,38,,1,2
2928,62,,1,0
2929,62,,1,2
2930,21,,1,0
2931,39,,1,4
2932,46,,1,1
2933,46,,0,2
2934,60,,1,0
2935,51,,1,0
2936,53,,1,0
2937,48,,1,6
2938,35,,0,0
2939,51,,1,2
2940,65,,1,10
2941,66,,1,0
2942,40,,1,3
2943,22,,1,0
2944,60,,1,9
2945,64,,1,0
2946,48,,1,1
2947,52,,1,0
2948,49,,1,0
2949,34,,1,5
2950,47,,1,2
2951,44,,1,0
2952,39,,1,0
2953,49,,1,0
2954,35,,1,0
2955,48,,0,5
2956,25,,1,0
2957,54,,1,1
2958,20,,1,1
2959,30,,1,0
2960,40,,1,3
2961,52,,1,11
2962,32,,1,0
2963,48,,1,2
2964,40,,1,0
2965,24,,1,1
2966,34,,1,6
2967,41,,1,2
2968,32,,0,3
2969,36,,1,1
2970,38,,1,11
2971,31,,1,0
2972,60,,1,4
2973,57,,1,4
2974,39,,1,2
2975,38,,0,2
2976,46,,1,5
2977,58,,1,8
2978,35,,1,0
2979,40,,1,1
2980,46,,1,5
2981,50,,1,1
2982,44,,1,1
2983,44,,1,5
2984,39,,0,0
2985,41,,1,1
2986,47,,0,0
2987,49,,1,2
2988,55,,0,0
2989,38,,1,1
2990,33,,0,0
2991,35,,1,0
2992,65,,0,1
2993,62,,1,30
2994,25,,1,6
2995,34,,1,0
2996,53,,1,1
2997,32,,1,0
2998,30,,0,0
2999,50,,0,1
3000,27,,1,0
3001,69,,1,0
3002,41,,0,0
3003,49,,1,2
3004,47,,1,0
3005,41,,0,2
3006,76,,0,0
3007,50,,1,0
3008,57,,1,14
3009,31,,0,0
3010,57,,1,0
3011,45,,1,1
3012,39,,1,13
3013,32,,0,0
3014,35,,1,2
3015,66,,0,0
3016,44,,1,0
3017,29,,0,0
3018,24,,1,1
3019,36,,1,5
3020,56,,1,0
3021,33,,1,0
3022,31,,1,0
3023,89,,1,0
3024,39,,1,3
3025,68,,0,0
3026,47,,1,0
3027,26,,1,0
3028,43,,1,0
3029,27,,1,0
3030,67,,1,2
3031,35,,0,0
3032,31,,1,9
3033,37,,1,3
3034,39,,1,12
3035,48,,0,0
3036,66,,1,3
3037,38,,1,0
3038,36,,1,1
3039,52,,1,17
3040,40,,1,0
3041,35,,1,1
3042,32,,1,0
3043,31,,0,0
3044,61,,1,3
3045,35,,1,15
3046,35,,1,4
3047,30,,0,5
3048,53,,1,4
3049,20,,1,0
3050,64,,1,0
3051,55,,1,0
3052,46,,1,0
3053,26,,1,0
3054,41,,1,6
3055,39,,1,0
3056,39,,1,0
3057,42,,0,17
3058,54,,1,1
3059,46,,1,0
3060,40,,1,1
3061,61,,1,4
3062,49,,1,6
3063,75,,1,8
3064,42,,1,3
3065,55,,1,1
3066,31,,1,1
3067,40,,0,0
3068,32,,1,0
3069,83,,1,1
3070,45,,1,1
3071,35,,0,4
3072,48,,1,0
3073,49,,1,4
3074,42,,0,0
3075,36,,1,1
3076,40,,1,0
3077,26,,1,0
3078,45,,1,0
3079,45,,1,1
3080,64,,0,0
3081,26,,1,0
3082,41,,1,0
3083,25,,1,0
3084,43,,1,1
3085,37,,1,0
3086,38,,1,1
3087,35,,1,4
3088,52,,1,0
3089,36,,1,4
3090,38,,1,2
3091,34,,1,0
3092,47,,1,0
3093,38,,1,0
3094,62,,0,6
3095,36,,1,0
3096,64,,1,6
3097,48,,1,2
3098,40,,1,1
3099,48,,1,1
3100,35,,1,1
3101,24,,1,9
3102,48,,0,0
3103,46,,1,0
3104,35,,1,2
3105,38,,1,0
3106,51,,1,0
3107,57,,0,1
3108,22,,0,2
3109,45,,1,0
3110,48,,1,0
3111,39,,1,0
3112,41,,1,0
3113,28,,1,0
3114,27,,1,4
3115,49,,1,2
3116,49,,1,2
3117,26,,1,0
3118,35,,1,0
3119,31,,1,10
3120,52,,1,8
3121,61,,1,0
3122,41,,1,11
3123,32,,1,0
3124,37,,1,0
3125,46,,1,0
3126,65,,1,0
3127,29,,1,1
3128,39,,1,1
3129,39,,1,0
3130,39,,1,4
3131,39,,1,0
3132,65,,1,9
3133,28,,0,1
3134,34,,1,0
3135,29,,1,2
3136,37,,1,0
3137,46,,0,0
3138,60,,1,0
3139,30,,0,0
3140,64,,0,36
3141,56,,1,0
3142,42,,1,0
3143,53,,0,4
3144,65,,1,1
3145,26,,1,0
3146,64,,1,0
3147,42,,1,0
3148,20,,1,2
3149,48,,1,0
3150,73,,1,6
3151,43,,1,0
3152,34,,1,6
3153,36,,1,0
3154,46,,1,0
3155,41,,1,0
3156,26,,1,0
3157,47,,1,0
3158,40,,1,0
3159,32,,1,0
3160,53,,1,0
3161,42,,1,2
3162,44,,1,0
3163,39,,1,0
3164,29,,1,0
3165,44,,1,0
3166,19,,1,0
3167,48,,1,0
3168,45,,0,6
3169,50,,1,0
3170,30,,1,4
3171,36,,1,2
3172,32,,1,0
3173,41,,1,0
3174,25,,1,2
3175,31,,1,1
3176,26,,1,3
3177,55,,0,0
3178,46,,1,0
3179,60,,1,0
3180,27,,1,0
3181,33,,0,1
3182,53,,1,0
3183,38,,0,0
3184,63,,1,5
3185,25,,1,1
3186,37,,1,0
3187,42,,1,0
3188,59,,1,0
3189,40,,1,0
3190,46,,1,0
3191,29,,1,0
3192,33,,0,0
3193,58,,1,1
3194,36,,1,0
3195,62,,1,10
3196,33,,1,0
3197,41,,0,0
3198,44,,1,1
3199,45,,1,0
3200,54,,0,0
3201,41,,1,1
3202,45,,1,0
3203,38,,1,1
3204,40,,1,4
3205,42,,1,0
3206,35,,1,0
3207,36,,0,0
3208,35,,1,2
3209,47,,1,0
3210,60,,1,0
3211,41,,1,5
3212,42,,1,0
3213,38,,1,0
3214,54,,1,0
3215,39,,1,0
3216,41,,1,0
3217,26,,1,2
3218,45,,0,3
3219,62,,1,4
3220,43,,1,0
3221,48,,1,0
3222,33,,1,0
3223,63,,1,1
3224,29,,1,0
3225,33,,1,3
3226,51,,1,0
3227,35,,1,5
3228,30,,1,5
3229,67,,0,0
3230,56,,1,1
3231,68,,1,1
3232,41,,1,5
3233,62,,1,1
3234,63,,1,0
3235,32,,1,0
3236,37,,1,0
3237,33,,1,5
3238,35,,0,1
3239,63,,1,3
3240,37,,1,0
3241,24,,1,0
3242,36,,1,2
3243,61,,1,3
3244,59,,0,18
3245,67,,1,0
3246,43,,1,1
3247,55,,1,1
3248,40,,0,0
3249,38,,0,5
3250,31,,1,0
3251,35,,1,0
3252,27,,1,0
3253,53,,0,8
3254,24,,1,0
3255,42,,1,7
3256,58,,1,2
3257,47,,1,0
3258,30,,1,1
3259,39,,1,31
3260,37,,0,12
3261,66,,1,2
3262,63,,1,5
3263,31,,1,0
3264,69,,1,4
3265,28,,1,0
3266,33,,1,0
3267,58,,1,7
3268,35,,1,0
3269,56,,1,12
3270,37,,1,0
3271,60,,1,0
3272,37,,1,5
3273,64,,1,18
3274,64,,1,4
3275,33,,1,0
3276,38,,1,6
3277,29,,0,5
3278,36,,1,2
3279,38,,1,1
3280,32,,1,2
3281,43,,1,4
3282,29,,1,0
3283,29,,0,15
3284,62,,1,0
3285,35,,1,7
3286,38,,0,0
3287,42,,1,0
3288,60,,1,1
3289,41,,1,17
3290,58,,1,1
3291,80,,1,1
3292,37,,1,0
3293,31,,1,0
3294,39,,1,1
3295,59,,1,0
3296,35,,1,1
3297,25,,1,0
3298,23,,1,0
3299,49,,0,5
3300,55,,1,0
3301,83,,1,9
3302,32,,1,3
3303,22,,1,0
3304,50,,1,0
3305,44,,1,0
3306,52,,1,0
3307,58,,1,4
3308,55,,1,1
3309,62,,0,4
3310,26,,0,0
3311,63,,1,2
3312,67,,0,2
3313,30,,1,3
3314,28,,1,2
3315,22,,0,15
3316,69,,1,0
3317,43,,1,0
3318,38,,1,0
3319,39,,1,0
3320,32,,1,0
3321,71,,1,1
3322,31,,1,0
3323,52,,1,21
3324,40,,1,0
3325,43,,1,0
3326,46,,1,1
3327,63,,1,0
3328,43,,1,0
3329,48,,1,0
3330,40,,0,3
3331,37,,0,0
3332,54,,1,3
3333,64,,1,0
3334,54,,1,1
3335,26,,0,5
3336,56,,1,0
3337,47,,0,0
3338,52,,1,10
3339,53,,1,0
3340,35,,1,8
3341,54,,1,0
3342,54,,1,2
3343,48,,1,1
3344,48,,1,1
3345,27,,1,6
3346,46,,0,1
3347,35,,1,0
3348,34,,1,0
3349,43,,1,0
3350,47,,1,5
3351,53,,1,0
3352,61,,1,2
3353,40,,0,0
3354,27,,0,17
3355,38,,0,0
3356,39,,1,1
3357,39,,1,2
3358,61,,1,0
3359,45,,1,0
3360,70,,1,0
3361,46,,1,1
3362,42,,1,1
3363,41,,1,1
3364,49,,1,1
3365,20,,1,1
3366,63,,1,0
3367,32,,1,3
3368,22,,1,1
3369,29,,0,1
3370,37,,1,1
3371,33,,0,3
3372,26,,1,0
3373,46,,1,2
3374,38,,1,7
3375,26,,1,11
3376,39,,0,1
3377,42,,1,0
3378,56,,1,57
3379,46,,1,0
3380,34,,1,0
3381,34,,1,0
3382,43,,0,0
3383,39,,1,0
3384,33,,0,1
3385,33,,1,0
3386,34,,1,0
3387,51,,1,0
3388,22,,1,2
3389,38,,1,0
3390,38,,1,2
3391,24,,1,1
3392,62,,1,1
3393,55,,0,0
3394,46,,0,1
3395,35,,1,45
3396,56,,1,0
3397,44,,0,5
3398,68,,1,0
3399,54,,1,0
3400,44,,1,1
3401,29,,1,11
3402,48,,0,0
3403,49,,1,3
3404,47,,0,0
3405,39,,1,0
3406,39,,1,0
3407,65,,1,20
3408,58,,1,0
3409,35,,1,1
3410,34,,1,2
3411,55,,1,0
3412,32,,1,0
3413,42,,1,4
3414,26,,1,8
3415,23,,1,0
3416,62,,1,0
3417,24,,1,0
3418,40,,1,0
3419,41,,0,6
3420,51,,1,0
3421,40,,1,0
3422,58,,1,0
3423,55,,1,9
3424,68,,1,0
3425,44,,1,0
3426,48,,1,2
3427,26,,0,0
3428,61,,1,0
3429,34,,1,3
3430,36,,1,0
3431,45,,0,1
3432,39,,1,1
3433,39,,1,3
3434,39,,1,4
3435,38,,0,6
3436,31,,1,0
3437,63,,1,15
3438,50,,1,0
3439,61,,1,0
3440,36,,1,0
3441,33,,1,0
3442,32,,1,0
3443,56,,1,0
3444,35,,1,2
3445,43,,1,3
3446,35,,0,11
3447,45,,1,0
3448,61,,1,1
3449,41,,1,2
3450,28,,1,0
3451,51,,1,0
3452,42,,1,11
3453,56,,1,2
3454,22,,1,0
3455,49,,1,0
3456,37,,1,0
3457,32,,1,0
3458,24,,1,5
3459,35,,1,28
3460,41,,1,8
3461,72,,1,4
3462,34,,1,0
3463,28,,1,0
3464,56,,0,0
3465,42,,1,0
3466,22,,1,0
3467,61,,1,0
3468,28,,1,9
3469,25,,1,4
3470,57,,1,66
3471,54,,1,1
3472,26,,1,1
3473,43,,1,14
3474,39,,1,1
3475,34,,1,0
3476,44,,1,2
3477,41,,1,0
3478,32,,1,0
3479,54,,1,0
3480,35,,1,0
3481,30,,1,0
3482,34,,1,1
3483,39,,1,5
3484,55,,1,0
3485,46,,1,2
3486,62,,1,0
3487,26,,1,0
3488,41,,1,3
3489,64,,0,22
3490,35,,0,0
3491,67,,1,0
3492,44,,1,0
